scenario,method,fuzzy_consensus_latency_seconds,deterministic_simulation_latency_seconds
full_seed11_bias_0p0_noise0p1_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,23.727505012997426
full_seed11_bias_0p0_noise0p1_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.1113006621599197e-05
full_seed11_bias_0p0_noise0p1_s5_a0p2_b0p7,agent_react_without_verifier,0.0,7.379282032954507
full_seed11_bias_0p0_noise0p1_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.737825768068433
full_seed11_bias_0p0_noise0p1_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,32.94830588507466
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,mean,0.05020692199468613,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,median,0.056980299996212125,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,trimmed_mean,0.05419060296844691,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,hampel_filter_then_mean,0.06326216703746468,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,direct_owa,0.05552124499808997,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,fpr_owa,0.08983557706233114,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.8713995814323425e-05
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.9987124119652435
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.838302388903685
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,8.017908217967488
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.1562020517885685e-05
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.787575619993731
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.515184257994406
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,16.81563686602749
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.0423013009130955e-05
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_without_verifier,0.0,8.046142177074216
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.685163666959852
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,16.075143698020838
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.1655967682600021e-05
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.693574380944483
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_with_verifier,0.0,8.10441119398456
full_seed11_bias_0p0_noise0p1_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,32.724520785035565
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,mean,0.05178718001116067,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,median,0.05556454497855157,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,trimmed_mean,0.053801657049916685,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,hampel_filter_then_mean,0.05894032004289329,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,direct_owa,0.05521847598720342,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,fpr_owa,0.0892909960821271,0.0
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.844903454184532e-05
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_without_verifier,0.0,8.077675418928266
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.851911396021023
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.736340524978004
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.094501931220293e-05
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_without_verifier,0.0,8.08750423102174
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.842650203965604
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,16.768857466988266
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.1148047633469105e-05
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.874882307020016
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.7330786569509655
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,16.034617484896444
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.1145020835101604e-05
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.680998617899604
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.742407754994929
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,17.08098926593084
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,mean,0.04709020291920751,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,median,0.0513062080135569,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,trimmed_mean,0.0539736479986459,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,hampel_filter_then_mean,0.06284867599606514,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,direct_owa,0.05581828998401761,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,fpr_owa,0.09111812792252749,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.8068007193505764e-05
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.124283737037331
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_with_verifier,0.0,8.314085100078955
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,8.060337569913827
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.088995486497879e-05
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.645880030002445
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_with_verifier,0.0,8.353520274045877
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,15.758311219047755
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.1260039173066616e-05
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_without_verifier,0.0,8.020903684897348
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_with_verifier,0.0,8.541918394970708
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,23.279263411066495
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.044711098074913e-05
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.537385490955785
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.991130570997484
full_seed11_bias_0p0_noise0p1_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,30.70190162002109
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,mean,0.04678753099869937,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,median,0.05508087994530797,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,trimmed_mean,0.053713825065642595,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,hampel_filter_then_mean,0.05889395100530237,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,direct_owa,0.054898209986276925,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,fpr_owa,0.09043316799215972,0.0
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.9132043235003948e-05
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_without_verifier,0.0,6.983133475063369
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.761833063908853
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,8.190954764955677
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0477029718458652e-05
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_without_verifier,0.0,7.710247070994228
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.994691506959498
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,15.51896418305114
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0331044904887676e-05
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_without_verifier,0.0,7.150248822988942
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.186673435033299
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.19748456205707
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.327204518020153e-05
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_without_verifier,0.0,7.226169608067721
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.29636905703228
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.210893281036988
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,mean,0.04662052995990962,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,median,0.0632787860231474,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,trimmed_mean,0.05284169991500676,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,hampel_filter_then_mean,0.0582185760140419,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,direct_owa,0.05393928999546915,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,fpr_owa,0.0881969389738515,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.8535996787250042e-05
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_without_verifier,0.0,7.077898452989757
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_with_verifier,0.0,7.869467573938891
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.815001162001863
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,9.486917406320572e-06
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_without_verifier,0.0,6.988357517053373
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_with_verifier,0.0,6.692300546914339
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,14.267835958045907
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,9.709969162940979e-06
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_without_verifier,0.0,6.667724140919745
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_with_verifier,0.0,6.775884730974212
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,22.438973979093134
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.0214978829026222e-05
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_without_verifier,0.0,7.352290023933165
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_with_verifier,0.0,7.323896758956835
full_seed11_bias_0p0_noise0p25_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,30.738966851029545
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,mean,0.04677986993920058,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,median,0.05100495298393071,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,trimmed_mean,0.05351682007312775,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,hampel_filter_then_mean,0.05861306400038302,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,direct_owa,0.0546679119579494,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,fpr_owa,0.08832176495343447,0.0
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,2.01669754460454e-05
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_without_verifier,0.0,7.329132302082144
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.365173596888781
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.6113822179613635
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.133093610405922e-05
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_without_verifier,0.0,6.866591486032121
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.273837947053835
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,15.488735144026577
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0967021808028221e-05
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_without_verifier,0.0,7.147453801007941
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier,0.0,6.720403900020756
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,23.226478443015367
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0692980140447617e-05
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_without_verifier,0.0,7.077478592982516
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.1149641330121085
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,30.58445013302844
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,mean,0.04642229399178177,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,median,0.0506876150611788,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,trimmed_mean,0.05382338201161474,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,hampel_filter_then_mean,0.05866371502634138,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,direct_owa,0.05547178804408759,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,fpr_owa,0.08944258303381503,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.8459977582097054e-05
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.685798585996963
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.830316012026742
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.978561511961743
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.7079059034585953e-05
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_without_verifier,0.0,6.9745078820269555
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.420765421004035
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,15.17707697302103
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.4786026440560818e-05
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.740863344981335
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.454986645025201
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,23.646993208909407
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.0375049896538258e-05
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.729644613922574
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.850348360021599
full_seed11_bias_0p0_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,29.506724072038196
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,mean,0.043946399935521185,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,median,0.04900189896579832,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,trimmed_mean,0.0500292310025543,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,hampel_filter_then_mean,0.052969204960390925,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,direct_owa,0.04970974603202194,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,fpr_owa,0.0854359739460051,0.0
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.7266953364014626e-05
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.761671700980514
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.728519849013537
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.968493585009128
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0604038834571838e-05
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.836022405070253
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.093450571992435
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,14.25146262999624
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,9.8090386018157e-06
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.3328956729965284
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.4280514299171045
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,23.388088837033138
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.3057026080787182e-05
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.466283708927222
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.141876530949958
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,14.983241491951048
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,mean,0.0470181149430573,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,median,0.045326346065849066,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,trimmed_mean,0.04449535894673318,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,hampel_filter_then_mean,0.06195678003132343,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,direct_owa,0.051854482968337834,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,fpr_owa,0.09060539898928255,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.94300664588809e-05
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.651870038011111
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.632374309934676
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.509802043088712
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.143803820014e-05
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_without_verifier,0.0,6.9065940550062805
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.565916680032387
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,15.269443094031885
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.083605457097292e-05
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.956642213044688
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.277219378040172
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,22.674084533005953
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.0586925782263279e-05
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.808534396928735
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.59692493698094
full_seed11_bias_0p0_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,15.383438404998742
full_seed11_bias_0p0_noise0p25_s13_a0p2_b0p7,mean,0.04671465209685266,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p2_b0p7,median,0.0512783529702574,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p2_b0p7,trimmed_mean,0.05422217899467796,0.0
full_seed11_bias_0p0_noise0p25_s13_a0p2_b0p7,hampel_filter_then_mean,0.058636037982068956,0.0
